response_id,birth_year_roc,gender,city_raw,ideology_raw,party_id_raw,residency_status_raw,cross_strait_preference_raw,identity_category_raw,direct_support_unification,direct_pride_taiwan,direct_pride_china,education_years,employment_status_raw,work_type_raw,current_status_raw,home_language_raw,father_origin_raw,marital_status_raw,social_media_use_raw,follows_political_news_raw,main_news_source_raw,vote_2024_raw,social_class_raw,list_pride_treatment_indicator,list_independence_treatment_indicator,list_pride_treatment_arm,list_independence_treatment_arm,list_pride_taiwan_treatment_count,list_pride_china_treatment_count,list_pride_control_count,list_pride_taiwan_count,list_independence_treatment_count,list_independence_control_count
R_4c5rmYNkNJRCp1v,54,男性,臺北市,中立,民進黨,本地出生公民,維持現狀，以後走向獨立,台灣人,同意,同意,不同意,16,有工作,受雇替別人工作,,台語,台灣閩南人,已婚,一天數個小時,有,電視,中間層,賴清德/蕭美琴,2,1,china_pride_treatment,independence_treatment,,2,,,3,
R_4rc5XdjPJUDC5BB,57,男性,高雄市,接近自由主義,國民黨,本地出生公民,維持現狀，看情形再決定獨立或統一,兩者都是,不知道,同意,不知道,16,有工作,受雇替別人工作,,台語,台灣閩南人,已婚,始終保持連線/上網狀態,有,報刊雜誌(紙本或網路),中間層,侯友宜/趙少康,1,0,taiwan_pride_treatment,control,4,,,4,,2
R_4KOVuE2cfeYVOO9,78,女性,臺北市,接近自由主義,民進黨,本地出生公民,維持現狀，以後走向獨立,台灣人,同意,同意,不同意,16,有工作,受雇替別人工作,,國語,台灣閩南人,單身,一天數個小時,有,社交媒體,中間層,賴清德/蕭美琴,0,1,control,independence_treatment,,,2,2,3,
R_4H3q6lP021OgERb,35,女性,臺南市,保守主義,國民黨,本地出生公民,維持現狀，看情形再決定獨立或統一,台灣人,同意,同意,不同意,18,有工作,受雇替別人工作,,國語,台灣閩南人,已婚,一天數個小時,有,電視,中間層,賴清德/蕭美琴,2,1,china_pride_treatment,independence_treatment,,2,,,2,
R_4EopJTYsE0WS8A4,48,男性,臺北市,中立,不知道,本地出生公民,維持現狀，看情形再決定獨立或統一,台灣人,不知道,同意,不同意,18,沒有工作,,退休,國語,台灣閩南人,已婚,始終保持連線/上網狀態,有,電視,中上層,賴清德/蕭美琴,1,0,taiwan_pride_treatment,control,3,,,3,,2
R_4EbhTFxH5ZHCzrm,73,男性,臺北市,中立,台灣民眾黨,本地出生公民,維持現狀，看情形再決定獨立或統一,兩者都是,不同意,同意,同意,16,有工作,在家族企業工作,,國語,台灣的外省人,已婚,一天數個小時,有,社交媒體,中上層,柯文哲/吳欣盈,0,0,control,control,,,2,2,,2
R_4R1HfwKy7pg0Rjg,55,女性,高雄市,中立,不知道,本地出生公民,維持現狀，以後走向統一,兩者都是,不同意,同意,同意,12,有工作,受雇替別人工作,,台語,台灣閩南人,喪偶,一天數個小時,有,其他管道,中間層,沒有投票/投廢票,1,0,taiwan_pride_treatment,control,3,,,3,,1
R_4JeefXhtbOT8SBo,55,男性,臺北市,接近自由主義,民進黨,本地出生公民,維持現狀，以後走向獨立,台灣人,同意,同意,不同意,16,有工作,自行創業 (自雇),,國語,台灣閩南人,已婚,始終保持連線/上網狀態,有,其他管道,中間層,賴清德/蕭美琴,2,1,china_pride_treatment,independence_treatment,,3,,,4,
R_4O9eNQnpLCLC0i7,66,男性,臺北市,中立,不知道,本地出生公民,維持現狀，看情形再決定獨立或統一,兩者都是,不知道,同意,同意,14,有工作,受雇替別人工作,,國語,台灣客家人,單身,始終保持連線/上網狀態,有,電視,中上層,侯友宜/趙少康,0,1,control,independence_treatment,,,2,2,2,
R_4W5qCz83oaTz1ol,48,女性,新北市,中立,國民黨,本地出生公民,維持現狀，看情形再決定獨立或統一,兩者都是,不同意,同意,不知道,16,有工作,自行創業 (自雇),,國語,台灣的外省人,已婚,始終保持連線/上網狀態,有,社交媒體,中上層,侯友宜/趙少康,2,0,china_pride_treatment,control,,4,,,,2
R_4PcnV17sWoTMmUx,57,男性,桃園市,保守主義,國民黨,本地出生公民,維持現狀，看情形再決定獨立或統一,台灣人,同意,同意,不同意,18,有工作,受雇替別人工作,,台語,台灣閩南人,已婚,每天半小時到一個小時,有,電視,中下層,侯友宜/趙少康,2,1,china_pride_treatment,independence_treatment,,1,,,2,
R_4NsqSQpIjeVsKWd,54,男性,新北市,中立,台灣民眾黨,本地出生公民,維持現狀，以後走向統一,兩者都是,不同意,同意,同意,16,有工作,受雇替別人工作,,台語,台灣閩南人,離婚,始終保持連線/上網狀態,有,社交媒體,上層,沒有投票/投廢票,2,0,china_pride_treatment,control,,3,,,,2
R_4TM2oMNQAjM9CEQ,58,男性,臺東縣,中立,其他政黨,本地出生公民,維持現狀，以後走向獨立,台灣人,不知道,同意,不同意,16,有工作,受雇替別人工作,,台語,台灣客家人,單身,一天數個小時,有,報刊雜誌(紙本或網路),中下層,沒有投票/投廢票,0,0,control,control,,,2,2,,1
R_4fADsL9IXyv6Gws,58,女性,新北市,中立,不知道,本地出生公民,維持現狀，看情形再決定獨立或統一,台灣人,不知道,同意,不知道,12,沒有工作,,失業/待業中,台語,台灣閩南人,單身,一天數個小時,沒有,其他管道,下層,沒有投票/投廢票,2,0,china_pride_treatment,control,,1,,,,2
R_4A7HUCvSapTDajD,52,男性,新北市,接近自由主義,國民黨,本地出生公民,維持現狀，以後走向統一,兩者都是,不同意,同意,同意,21,沒有工作,,退休,國語,台灣客家人,已婚,始終保持連線/上網狀態,有,其他管道,中上層,侯友宜/趙少康,1,0,taiwan_pride_treatment,control,4,,,4,,2
R_4aztba8dNyTqZ9T,42,男性,新北市,接近自由主義,民進黨,本地出生公民,維持現狀，以後走向獨立,台灣人,不同意,同意,不同意,18,有工作,自行創業 (自雇),,台語,台灣閩南人,已婚,一天數個小時,有,社交媒體,中上層,賴清德/蕭美琴,0,0,control,control,,,3,3,,2
R_4VDaRlX77qCOtHK,72,女性,彰化縣,接近保守主義,不知道,本地出生公民,維持現狀，看情形再決定獨立或統一,兩者都是,不同意,不同意,不知道,16,有工作,受雇替別人工作,,台語,台灣閩南人,已婚,一天數個小時,有,報刊雜誌(紙本或網路),中下層,沒有投票/投廢票,0,1,control,independence_treatment,,,1,1,1,
R_4wiZO7ZzG5QYOkW,56,女性,臺中市,接近自由主義,不知道,本地出生公民,維持現狀，看情形再決定獨立或統一,兩者都是,不同意,同意,不知道,15,沒有工作,,家管,台語,台灣閩南人,已婚,始終保持連線/上網狀態,有,社交媒體,中下層,侯友宜/趙少康,1,1,taiwan_pride_treatment,independence_treatment,4,,,4,1,
R_4SuhQWB4VpLrAjE,50,女性,臺北市,中立,國民黨,本地出生公民,維持現狀，以後走向統一,兩者都是,不同意,不同意,同意,19,沒有工作,,退休,國語,台灣的外省人,離婚,一天數個小時,有,其他管道,中間層,侯友宜/趙少康,0,1,control,independence_treatment,,,3,3,2,
R_4n8GCFsgE3nOOGT,52,女性,臺中市,中立,民進黨,本地出生公民,維持現狀，以後走向獨立,兩者都是,同意,同意,同意,16,有工作,受雇替別人工作,,國語,台灣的外省人,已婚,一天數個小時,有,報刊雜誌(紙本或網路),中間層,賴清德/蕭美琴,1,0,taiwan_pride_treatment,control,3,,,3,,1
R_4pm7rN6STcBjuP2,52,男性,嘉義市,中立,國民黨,本地出生公民,永遠維持現狀,台灣人,不同意,同意,不同意,15,有工作,自行創業 (自雇),,台語,台灣閩南人,離婚,始終保持連線/上網狀態,有,報刊雜誌(紙本或網路),中間層,侯友宜/趙少康,1,0,taiwan_pride_treatment,control,4,,,4,,2
R_4009ZnySnHBqd5T,84,男性,臺北市,中立,台灣民眾黨,本地出生公民,維持現狀，看情形再決定獨立或統一,兩者都是,不同意,同意,同意,16,有工作,在家族企業工作,,國語,台灣閩南人,已婚,一天數個小時,有,社交媒體,中上層,柯文哲/吳欣盈,2,0,china_pride_treatment,control,,3,,,,2
R_4fE0MxeQk0SkIoV,57,女性,臺北市,接近保守主義,國民黨,本地出生公民,維持現狀，以後走向統一,兩者都是,不同意,同意,同意,26,有工作,受雇替別人工作,,國語,大陸各省市人,單身,始終保持連線/上網狀態,有,其他管道,中間層,侯友宜/趙少康,2,0,china_pride_treatment,control,,2,,,,1
R_4Uc3cQaBuowGLT6,51,女性,臺北市,中立,不知道,本地出生公民,維持現狀，以後走向獨立,台灣人,不知道,同意,不知道,14,有工作,受雇替別人工作,,國語,台灣閩南人,離婚,一天數個小時,有,報刊雜誌(紙本或網路),中間層,沒有投票/投廢票,1,0,taiwan_pride_treatment,control,3,,,3,,1
R_4kzX6OkxKOLdS6U,57,女性,宜蘭縣,中立,國民黨,本地出生公民,永遠維持現狀,兩者都是,不同意,同意,同意,14,沒有工作,,家管,國語,台灣閩南人,已婚,至少每週一次,有,電視,中間層,侯友宜/趙少康,2,1,china_pride_treatment,independence_treatment,,3,,,2,
R_4VD4PMzPaLBFBNG,39,女性,臺北市,中立,國民黨,本地出生公民,維持現狀，看情形再決定獨立或統一,兩者都是,不同意,不知道,同意,12,有工作,在家族企業工作,,國語,台灣閩南人,已婚,始終保持連線/上網狀態,有,社交媒體,中間層,侯友宜/趙少康,2,1,china_pride_treatment,independence_treatment,,4,,,2,
R_4I4v6j4I1irmG3n,52,男性,臺北市,保守主義,國民黨,本地出生公民,儘快統一,兩者都是,不同意,不同意,同意,16,沒有工作,,退休,國語,大陸各省市人,已婚,一天數個小時,有,電視,上層,侯友宜/趙少康,1,1,taiwan_pride_treatment,independence_treatment,4,,,4,2,
R_4BkPKYxIMOkR8oV,57,男性,新北市,中立,不知道,本地出生公民,維持現狀，看情形再決定獨立或統一,台灣人,不知道,同意,不同意,12,有工作,自行創業 (自雇),,台語,台灣閩南人,已婚,一天數個小時,有,電視,中間層,沒有投票/投廢票,1,1,taiwan_pride_treatment,independence_treatment,4,,,4,2,
R_4eraA1VAP8T8V8x,57,男性,臺中市,自由主義,台灣基進黨,本地出生公民,維持現狀，以後走向獨立,台灣人,同意,同意,不同意,12,有工作,自行創業 (自雇),,台語,台灣閩南人,已婚,一天數個小時,有,電視,中上層,賴清德/蕭美琴,1,1,taiwan_pride_treatment,independence_treatment,2,,,2,3,
R_47Toq1ecsgOsZYo,49,女性,高雄市,中立,不知道,本地出生公民,永遠維持現狀,台灣人,不知道,同意,不知道,12,沒有工作,,退休,台語,台灣閩南人,已婚,始終保持連線/上網狀態,有,電視,中間層,沒有投票/投廢票,1,1,taiwan_pride_treatment,independence_treatment,1,,,1,2,
R_4YXk6rSmsYFOnzH,51,男性,桃園市,中立,國民黨,本地出生公民,維持現狀，看情形再決定獨立或統一,兩者都是,不同意,不知道,不知道,16,有工作,受雇替別人工作,,客家話,台灣客家人,已婚,一天數個小時,有,報刊雜誌(紙本或網路),中間層,沒有投票/投廢票,0,0,control,control,,,3,3,,1
R_4hbzvgAtd6Ubxw5,69,男性,新北市,自由主義,民進黨,本地出生公民,維持現狀，看情形再決定獨立或統一,台灣人,不知道,同意,不知道,16,有工作,受雇替別人工作,,台語,台灣閩南人,已婚,始終保持連線/上網狀態,有,電視,中間層,賴清德/蕭美琴,2,0,china_pride_treatment,control,,2,,,,2
R_4ncHLp1p3ANRAKO,57,女性,花蓮縣,中立,其他政黨,本地出生公民,維持現狀，以後走向統一,兩者都是,不同意,不知道,不知道,20,有工作,自行創業 (自雇),,國語,台灣閩南人,已婚,始終保持連線/上網狀態,有,社交媒體,中上層,沒有投票/投廢票,1,1,taiwan_pride_treatment,independence_treatment,4,,,4,1,
R_4lFU57f6R6nkXBm,57,男性,高雄市,中立,民進黨,本地出生公民,永遠維持現狀,台灣人,不知道,同意,不同意,15,有工作,受雇替別人工作,,台語,台灣閩南人,已婚,一天數個小時,有,社交媒體,中間層,賴清德/蕭美琴,2,0,china_pride_treatment,control,,3,,,,2
R_4VvOTqcAiy67FqF,52,男性,雲林縣,接近保守主義,國民黨,本地出生公民,永遠維持現狀,台灣人,不同意,同意,不知道,16,沒有工作,,退休,台語,台灣閩南人,已婚,始終保持連線/上網狀態,有,報刊雜誌(紙本或網路),中間層,侯友宜/趙少康,2,1,china_pride_treatment,independence_treatment,,3,,,2,
R_4k6eWyRxruhipgZ,57,女性,臺中市,自由主義,民進黨,本地出生公民,維持現狀，以後走向獨立,台灣人,同意,同意,不同意,19,有工作,受雇於公家單位,,國語,台灣閩南人,已婚,一天數個小時,有,報刊雜誌(紙本或網路),中上層,賴清德/蕭美琴,0,1,control,independence_treatment,,,3,3,2,
R_4PXYXwSHB0qlF0B,57,女性,臺北市,中立,不知道,本地出生公民,維持現狀，以後走向統一,兩者都是,不同意,不同意,同意,18,有工作,自行創業 (自雇),,國語,大陸各省市人,單身,一天數個小時,有,其他管道,中上層,沒有投票/投廢票,1,0,taiwan_pride_treatment,control,1,,,1,,1
R_4Ybl9m1HdF8B5qF,67,男性,臺北市,中立,民進黨,本地出生公民,維持現狀，看情形再決定獨立或統一,兩者都是,不同意,同意,不知道,16,有工作,受雇替別人工作,,國語,台灣閩南人,已婚,始終保持連線/上網狀態,有,社交媒體,中上層,侯友宜/趙少康,0,0,control,control,,,2,2,,2
R_4cBGmudbtOytO4y,51,男性,新北市,中立,不知道,本地出生公民,維持現狀，看情形再決定獨立或統一,台灣人,不知道,同意,不知道,16,有工作,受雇替別人工作,,國語,台灣客家人,已婚,一天數個小時,有,報刊雜誌(紙本或網路),中間層,沒有投票/投廢票,1,1,taiwan_pride_treatment,independence_treatment,3,,,3,2,
R_42UQpZoSn5ntjah,48,男性,新北市,接近保守主義,國民黨,本地出生公民,維持現狀，以後走向統一,兩者都是,不同意,同意,同意,16,有工作,受雇替別人工作,,國語,大陸各省市人,已婚,始終保持連線/上網狀態,有,電視,中下層,侯友宜/趙少康,2,0,china_pride_treatment,control,,4,,,,2
R_4VXLtg5qtNcbijn,50,女性,新北市,中立,國民黨,本地出生公民,維持現狀，以後走向獨立,台灣人,同意,同意,不同意,19,沒有工作,,退休,國語,台灣閩南人,已婚,一天數個小時,有,電視,中上層,侯友宜/趙少康,2,0,china_pride_treatment,control,,3,,,,2
R_4KGD3fYuZoMIp57,55,男性,彰化縣,中立,國民黨,本地出生公民,維持現狀，看情形再決定獨立或統一,兩者都是,不同意,同意,同意,16,有工作,自行創業 (自雇),,國語,台灣閩南人,已婚,始終保持連線/上網狀態,沒有,電視,中間層,侯友宜/趙少康,1,1,taiwan_pride_treatment,independence_treatment,3,,,3,1,
R_4j9EuChrYilNgYl,50,男性,桃園市,接近自由主義,台灣民眾黨,本地出生公民,維持現狀，以後走向統一,兩者都是,不同意,同意,同意,18,有工作,在家族企業工作,,國語,大陸各省市人,已婚,始終保持連線/上網狀態,有,報刊雜誌(紙本或網路),中間層,柯文哲/吳欣盈,0,0,control,control,,,2,2,,1
R_4cMN8ePAY00Udxf,57,男性,臺北市,接近自由主義,不知道,本地出生公民,維持現狀，看情形再決定獨立或統一,兩者都是,不知道,不同意,不同意,18,有工作,受雇於公家單位,,國語,台灣客家人,已婚,一天數個小時,有,電視,中下層,賴清德/蕭美琴,2,0,china_pride_treatment,control,,2,,,,2
R_4hyXe9bLpkEV8Lw,89,女性,臺北市,接近自由主義,民進黨,本地出生公民,維持現狀，以後走向獨立,台灣人,同意,同意,不同意,16,沒有工作,,學生,國語,台灣閩南人,單身,始終保持連線/上網狀態,有,其他管道,中上層,賴清德/蕭美琴,1,1,taiwan_pride_treatment,independence_treatment,3,,,3,2,
R_4GHe09TXFphd3wr,51,男性,桃園市,中立,不知道,本地出生公民,永遠維持現狀,兩者都是,不知道,同意,不知道,16,有工作,受雇替別人工作,,國語,台灣客家人,已婚,一天數個小時,有,其他管道,中下層,沒有投票/投廢票,0,0,control,control,,,1,1,,0
R_4R3NQIkH5W0sbjr,50,女性,桃園市,中立,不知道,本地出生公民,永遠維持現狀,兩者都是,不同意,不知道,不知道,18,有工作,受雇替別人工作,,國語,台灣閩南人,已婚,始終保持連線/上網狀態,有,其他管道,中上層,沒有投票/投廢票,1,0,taiwan_pride_treatment,control,2,,,2,,1
R_4V8fdhwRpkd8eul,53,男性,臺北市,保守主義,國民黨,本地出生公民,永遠維持現狀,兩者都是,不同意,同意,同意,16,有工作,受雇替別人工作,,國語,台灣閩南人,已婚,一天數個小時,有,電視,中間層,侯友宜/趙少康,2,1,china_pride_treatment,independence_treatment,,4,,,2,
R_4cysAiZsytyFHxv,80,男性,高雄市,中立,民進黨,本地出生公民,維持現狀，看情形再決定獨立或統一,兩者都是,不知道,同意,不同意,12,有工作,受雇替別人工作,,國語,台灣閩南人,已婚,一天數個小時,有,社交媒體,中下層,侯友宜/趙少康,0,0,control,control,,,1,1,,1
R_4q8UG6I7SFboznE,66,男性,臺北市,自由主義,不知道,本地出生公民,維持現狀，看情形再決定獨立或統一,台灣人,不知道,同意,不同意,12,有工作,受雇替別人工作,,國語,台灣閩南人,已婚,每天半小時到一個小時,沒有,電視,中間層,沒有投票/投廢票,0,1,control,independence_treatment,,,2,2,1,
R_44ld5T07xedU89I,70,女性,新北市,接近自由主義,不知道,本地出生公民,維持現狀，以後走向獨立,兩者都是,同意,同意,同意,22,有工作,受雇替別人工作,,國語,台灣閩南人,已婚,一天數個小時,有,社交媒體,中上層,賴清德/蕭美琴,2,1,china_pride_treatment,independence_treatment,,2,,,2,
R_4QKNIVevRM8SwDF,54,女性,桃園市,中立,不知道,本地出生公民,永遠維持現狀,兩者都是,不同意,同意,同意,16,有工作,受雇替別人工作,,國語,台灣閩南人,已婚,始終保持連線/上網狀態,有,電視,中間層,侯友宜/趙少康,0,0,control,control,,,3,3,,1
R_42Qr4gieToYba3S,72,女性,新北市,中立,台灣民眾黨,本地出生公民,維持現狀，看情形再決定獨立或統一,台灣人,不知道,同意,不同意,4,有工作,受雇替別人工作,,國語,台灣閩南人,單身,始終保持連線/上網狀態,有,報刊雜誌(紙本或網路),中間層,賴清德/蕭美琴,0,1,control,independence_treatment,,,3,3,3,
R_4gmzPQZ1auFyJJD,72,女性,臺北市,中立,台灣民眾黨,本地出生公民,維持現狀，看情形再決定獨立或統一,兩者都是,不同意,同意,不同意,16,有工作,受雇替別人工作,,國語,台灣客家人,已婚,一天數個小時,有,電視,中間層,柯文哲/吳欣盈,0,0,control,control,,,1,1,,2
R_4VPeQWI3Bteqvkm,53,女性,高雄市,中立,不知道,本地出生公民,永遠維持現狀,兩者都是,不同意,同意,同意,12,沒有工作,,退休,國語,大陸各省市人,離婚,始終保持連線/上網狀態,有,報刊雜誌(紙本或網路),中間層,侯友宜/趙少康,1,0,taiwan_pride_treatment,control,2,,,2,,3
R_40SXQyVKsdyK7E0,55,男性,宜蘭縣,中立,台灣民眾黨,本地出生公民,維持現狀，看情形再決定獨立或統一,兩者都是,不同意,同意,同意,14,沒有工作,,退休,國語,大陸各省市人,單身,一天數個小時,有,電視,中間層,柯文哲/吳欣盈,0,0,control,control,,,2,2,,1
R_4rvoqjDooCyPyjA,67,女性,嘉義市,中立,國民黨,本地出生公民,維持現狀，看情形再決定獨立或統一,台灣人,不知道,同意,不同意,12,有工作,受雇於公家單位,,國語,台灣閩南人,已婚,一天數個小時,有,社交媒體,中下層,侯友宜/趙少康,2,0,china_pride_treatment,control,,4,,,,3
R_462rxGsPrzp8ZDt,74,男性,桃園市,自由主義,不知道,本地出生公民,儘快宣布獨立,台灣人,同意,同意,不同意,12,有工作,受雇替別人工作,,國語,台灣閩南人,離婚,始終保持連線/上網狀態,有,其他管道,下層,侯友宜/趙少康,0,0,control,control,,,3,3,,3
R_4LXIHJj1kYp81K9,54,男性,臺南市,接近自由主義,民進黨,本地出生公民,維持現狀，以後走向獨立,台灣人,同意,同意,不同意,15,有工作,自行創業 (自雇),,台語,台灣閩南人,單身,一天數個小時,有,社交媒體,中下層,賴清德/蕭美琴,0,0,control,control,,,3,3,,3
R_4UW9MuCL7v0yU1s,44,男性,桃園市,中立,台灣民眾黨,本地出生公民,維持現狀，看情形再決定獨立或統一,兩者都是,不同意,同意,同意,18,沒有工作,,退休,國語,台灣客家人,已婚,始終保持連線/上網狀態,有,報刊雜誌(紙本或網路),中間層,柯文哲/吳欣盈,0,1,control,independence_treatment,,,3,3,2,
R_4rCxVpEjS7E4jVO,45,男性,新北市,中立,國民黨,本地出生公民,維持現狀，看情形再決定獨立或統一,兩者都是,不同意,不知道,同意,18,有工作,自行創業 (自雇),,國語,台灣閩南人,喪偶,始終保持連線/上網狀態,有,電視,中上層,侯友宜/趙少康,2,0,china_pride_treatment,control,,4,,,,2
R_4eeShuu2AT9xHLT,55,女性,彰化縣,中立,台灣民眾黨,本地出生公民,永遠維持現狀,台灣人,不同意,不同意,不同意,22,沒有工作,,家管,台語,台灣閩南人,單身,一天數個小時,有,其他管道,中間層,柯文哲/吳欣盈,0,1,control,independence_treatment,,,3,3,1,
R_48xnuJBSfDAbrGx,82,女性,彰化縣,中立,其他政黨,本地出生公民,維持現狀，看情形再決定獨立或統一,兩者都是,不同意,不知道,同意,12,有工作,受雇替別人工作,,台語,台灣閩南人,單身,一天數個小時,有,其他管道,中下層,沒有投票/投廢票,2,1,china_pride_treatment,independence_treatment,,2,,,1,
R_4Lzpi5BDCa0NOhW,57,女性,臺北市,中立,國民黨,本地出生公民,維持現狀，以後走向統一,兩者都是,不知道,同意,同意,23,有工作,受雇於公家單位,,國語,台灣閩南人,單身,一天數個小時,有,廣播電台,中上層,侯友宜/趙少康,0,1,control,independence_treatment,,,3,3,2,
R_4Q0AsgFVjSVSrSt,67,女性,新北市,接近保守主義,不知道,本地出生公民,維持現狀，以後走向獨立,台灣人,同意,不知道,不同意,16,有工作,受雇替別人工作,,國語,台灣閩南人,單身,一天數個小時,有,其他管道,中下層,柯文哲/吳欣盈,2,0,china_pride_treatment,control,,3,,,,2
R_4tJYzJP49Izr5xT,56,女性,新北市,接近保守主義,國民黨,本地出生公民,維持現狀，看情形再決定獨立或統一,台灣人,不同意,同意,不同意,14,有工作,受雇替別人工作,,國語,大陸各省市人,單身,始終保持連線/上網狀態,有,其他管道,中間層,沒有投票/投廢票,2,1,china_pride_treatment,independence_treatment,,2,,,0,
R_4KwDhvxBgA0ulnN,52,男性,新竹縣,接近自由主義,國民黨,本地出生公民,維持現狀，以後走向獨立,台灣人,不同意,同意,不知道,22,有工作,受雇於公家單位,,國語,台灣閩南人,已婚,一天數個小時,有,電視,中上層,侯友宜/趙少康,1,0,taiwan_pride_treatment,control,4,,,4,,2
R_46gA6qO4pCHSM8w,83,女性,新北市,中立,國民黨,本地出生公民,維持現狀，以後走向統一,兩者都是,不知道,同意,不知道,16,有工作,受雇替別人工作,,國語,大陸各省市人,單身,一天數個小時,有,社交媒體,中上層,沒有投票/投廢票,0,1,control,independence_treatment,,,2,2,2,
R_4PHWdXMBF3JUyRn,54,男性,彰化縣,中立,台灣民眾黨,本地出生公民,維持現狀，看情形再決定獨立或統一,兩者都是,不同意,同意,不知道,14,有工作,自行創業 (自雇),,台語,台灣閩南人,已婚,始終保持連線/上網狀態,有,電視,中間層,柯文哲/吳欣盈,2,1,china_pride_treatment,independence_treatment,,4,,,0,
R_40dFaYeUDSMA62d,92,女性,臺中市,接近保守主義,國民黨,本地出生公民,維持現狀，以後走向獨立,台灣人,同意,同意,不同意,13,有工作,受雇替別人工作,,國語,台灣客家人,單身,一天數個小時,有,電視,中間層,侯友宜/趙少康,1,0,taiwan_pride_treatment,control,3,,,3,,1
R_4amK1I8s8QwOgnz,67,女性,臺北市,接近自由主義,不知道,本地出生公民,維持現狀，看情形再決定獨立或統一,,不同意,同意,不同意,19,有工作,受雇替別人工作,,國語,台灣閩南人,離婚,一天數個小時,有,報刊雜誌(紙本或網路),中間層,柯文哲/吳欣盈,2,1,china_pride_treatment,independence_treatment,,1,,,1,
R_43fqa3gYovtu2Hf,71,女性,高雄市,中立,不知道,本地出生公民,維持現狀，以後走向獨立,兩者都是,同意,同意,同意,17,有工作,受雇替別人工作,,台語,台灣客家人,已婚,始終保持連線/上網狀態,有,電視,中下層,沒有投票/投廢票,2,0,china_pride_treatment,control,,2,,,,1
R_4xsVKvhy3Jb8KC5,68,女性,臺北市,中立,民進黨,本地出生公民,維持現狀，以後走向獨立,台灣人,不同意,同意,不知道,15,有工作,受雇替別人工作,,國語,台灣閩南人,已婚,始終保持連線/上網狀態,有,電視,中下層,賴清德/蕭美琴,0,0,control,control,,,2,2,,1
R_40Hc7qLmYpIHZKx,52,女性,臺北市,中立,不知道,本地出生公民,永遠維持現狀,台灣人,不知道,不同意,不同意,19,沒有工作,,家管,國語,台灣閩南人,已婚,一天數個小時,有,電視,中間層,沒有投票/投廢票,2,1,china_pride_treatment,independence_treatment,,2,,,1,
R_4hg2KNtV1AanRAw,53,男性,新竹縣,接近自由主義,不知道,本地出生公民,維持現狀，以後走向統一,兩者都是,不同意,同意,同意,17,有工作,受雇替別人工作,,國語,台灣的外省人,已婚,一天數個小時,有,電視,中下層,沒有投票/投廢票,1,0,taiwan_pride_treatment,control,3,,,3,,2
R_4gUE0Hpd888fMrQ,79,男性,新北市,接近自由主義,不知道,本地出生公民,永遠維持現狀,中國人,不知道,同意,同意,16,有工作,受雇替別人工作,,國語,台灣閩南人,已婚,始終保持連線/上網狀態,有,社交媒體,中間層,賴清德/蕭美琴,2,1,china_pride_treatment,independence_treatment,,4,,,0,
R_4pWBUAWfPpX3Kzb,86,女性,臺南市,接近保守主義,國民黨,本地出生公民,維持現狀，以後走向統一,兩者都是,不同意,同意,不同意,12,有工作,受雇替別人工作,,台語,台灣閩南人,已婚,至少每週一次,沒有,社交媒體,中下層,,0,1,control,independence_treatment,,,3,3,2,
R_41cD5mO98zMCDd1,50,男性,桃園市,中立,台灣民眾黨,本地出生公民,維持現狀，看情形再決定獨立或統一,兩者都是,不同意,同意,同意,22,有工作,受雇替別人工作,,國語,台灣客家人,單身,一天數個小時,有,電視,中間層,沒有投票/投廢票,0,0,control,control,,,2,2,,1
R_4O1VeH753bnIQoH,83,女性,彰化縣,中立,其他政黨,本地出生公民,永遠維持現狀,兩者都是,不同意,同意,同意,20,有工作,自行創業 (自雇),,台語,台灣閩南人,已婚,始終保持連線/上網狀態,有,電視,中間層,沒有投票/投廢票,1,1,taiwan_pride_treatment,independence_treatment,2,,,2,3,
R_4Cph1rgls7KTPIs,79,女性,臺北市,中立,不知道,本地出生公民,維持現狀，以後走向獨立,兩者都是,不知道,不同意,不同意,16,沒有工作,,失業/待業中,國語,台灣的外省人,單身,一天數個小時,有,其他管道,中間層,侯友宜/趙少康,0,0,control,control,,,1,1,,1
R_4JEE7FHZuGZa4iw,46,男性,臺北市,接近自由主義,國民黨,本地出生公民,永遠維持現狀,兩者都是,不同意,同意,不同意,22,有工作,受雇替別人工作,,國語,台灣閩南人,已婚,一天數個小時,有,報刊雜誌(紙本或網路),中間層,侯友宜/趙少康,0,1,control,independence_treatment,,,3,3,2,
R_410lRJcNeZZpY0x,57,男性,桃園市,接近自由主義,國民黨,本地出生公民,儘快統一,兩者都是,不同意,同意,同意,14,沒有工作,,殘障人士,國語,大陸各省市人,單身,始終保持連線/上網狀態,有,報刊雜誌(紙本或網路),下層,侯友宜/趙少康,0,1,control,independence_treatment,,,3,3,2,
R_4jVdEb82xYkPYOu,90,男性,臺北市,接近自由主義,台灣民眾黨,本地出生公民,永遠維持現狀,台灣人,同意,同意,不同意,18,有工作,受雇於公家單位,,國語,台灣客家人,單身,一天數個小時,有,其他管道,中間層,柯文哲/吳欣盈,0,0,control,control,,,3,3,,1
R_4JJVX0DAZeifsOE,46,男性,新北市,中立,國民黨,本地出生公民,永遠維持現狀,兩者都是,不同意,不同意,同意,14,沒有工作,,退休,國語,台灣閩南人,已婚,一天數個小時,有,電視,中間層,侯友宜/趙少康,1,0,taiwan_pride_treatment,control,1,,,1,,2
