response_id,gender,birth_year,birth_place_raw,birth_place_english,border_region,capital_region,education_nk_raw,education_nk_english,father_party_member_raw,mother_party_member_raw,party_member_raw,year_defection,year_arrived_sk,reason_defection_raw,residence_sk_raw,education_sk_raw,unemployed_raw,retired_raw,political_orientation_raw,party_preference_raw,marital_status_raw,religion_raw,national_identity_strength,direct_sk_pride,direct_nk_pride,list_sk_pride_count,list_nk_pride_count,list_sk_pride_treatment_arm,list_nk_pride_treatment_arm
R_1FeU3mDvia9nhsU,여,1977,강원도,Gangwon Province,0,0,"전문대학교 (2년) 졸업, 기술고급중학교","2-year technical college, vocational high school",아니오,아니오,아니오,2002,2004,가족 (자녀 등)에게 더 나은 생활환경을 주려고,경기도,학교를 다시 다니지 않았다,아니오,아니오,중도적,더불어민주당,기혼,천주교,9,어느 정도 자랑스럽다,별로 자랑스럽지 않다,3,3,Q71|Q72,Q73|Q75
R_3FLldQCDXFWfX3o,여,1986,량강도,Ryanggang Province,1,0,"전문대학교 (2년) 졸업, 기술고급중학교","2-year technical college, vocational high school",예,아니오,아니오,2014,2014,가족 (자녀 등)에게 더 나은 생활환경을 주려고,서울,대학교,아니오,아니오,중도적,잘 모르겠다,이혼,무교,8,별로 자랑스럽지 않다,별로 자랑스럽지 않다,3,1,Q71|Q72,Q74|Q75
R_2SwXdHAtQEXT3Yi,여,1969,함경북도,North Hamgyong Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),예,예,예,2015,2015,가족 (자녀 등)에게 더 나은 생활환경을 주려고,인천,학교를 다시 다니지 않았다,아니오,아니오,다소 진보적,더불어민주당,기혼,무교,10,별로 자랑스럽지 않다,별로 자랑스럽지 않다,1,1,Q70|Q72,Q74|Q75
R_XMlaMQlj0H05UDT,여,1977,함경북도,North Hamgyong Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),예,아니오,아니오,2004,2008,북조선 체제의 감시통제가 싫어서 (자유를 찾아서),서울,대학교,아니오,아니오,다소 보수적,잘 모르겠다,이혼,기독교,7,어느 정도 자랑스럽다,별로 자랑스럽지 않다,3,3,Q71|Q72,Q74|Q75
R_ewBnvFApaxTj2UN,여,1956,량강도,Ryanggang Province,1,0,"전문대학교 (2년) 졸업, 기술고급중학교","2-year technical college, vocational high school",아니오,아니오,아니오,2014,2014,가족 (자녀 등)에게 더 나은 생활환경을 주려고,서울,학교를 다시 다니지 않았다,아니오,아니오,다소 보수적,국민의힘,기혼,기독교,10,매우 자랑스럽다,별로 자랑스럽지 않다,0,1,Q70|Q72,Q73|Q75
R_1Cd30Bb6ruaTNHh,남,1954,량강도,Ryanggang Province,1,0,고등중학교 중등반(1-3년) 졸업,Lower secondary (1-3 years),예,예,예,2014,2014,먼저 탈북한 사람(가족 제외)이 권유해서,서울,중학교,예,,매우 보수적,국민의힘,기혼,기독교,10,매우 자랑스럽다,매우 자랑스럽다,1,2,Q70|Q72,Q73|Q75
R_1DAurgEGwxkL16M,여,1959,량강도,Ryanggang Province,1,0,"전문대학교 (2년) 졸업, 기술고급중학교","2-year technical college, vocational high school",아니오,아니오,아니오,2015,2015,신변의 위협을 느껴서,서울,학교를 다시 다니지 않았다,아니오,예,잘 모르겠다,국민의힘,미혼,기독교,10,매우 자랑스럽다,어느 정도 자랑스럽다,2,1,Q71|Q72,Q74|Q75
R_BPODvrERQnUpxQd,여,1949,함경북도,North Hamgyong Province,1,0,"전문대학교 (2년) 졸업, 기술고급중학교","2-year technical college, vocational high school",예,아니오,아니오,2007,2009,먼저 탈북한 가족을 찾거나 함께 살기 위해,서울,학교를 다시 다니지 않았다,예,,매우 진보적,국민의힘,과부,기독교,10,매우 자랑스럽다,전혀 자랑스럽지 않다,1,1,Q70|Q72,Q74|Q75
R_2VQMTIzspEtMTus,남,1982,황해남도,South Hwanghae Province,0,0,고등중학교 중등반(1-3년) 졸업,Lower secondary (1-3 years),예,아니오,아니오,2002,2009,먼저 탈북한 사람(가족 제외)이 권유해서,대전,학교를 다시 다니지 않았다,아니오,예,다소 보수적,진보당,동거,천주교,7,별로 자랑스럽지 않다,별로 자랑스럽지 않다,3,2,Q71|Q72,Q74|Q75
R_SH2lzosoamP7ZMR,여,1956,강원도,Gangwon Province,0,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),예,아니오,아니오,2003,2003,먼저 탈북한 가족을 찾거나 함께 살기 위해,인천,학교를 다시 다니지 않았다,아니오,아니오,잘 모르겠다,더불어민주당,동거,무교,10,매우 자랑스럽다,전혀 자랑스럽지 않다,2,2,Q71|Q72,Q73|Q75
R_1EXa3hAmErYkeUa,여,1995,자강도,Jagang Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),예,예,아니오,2020,2020,북조선 체제의 감시통제가 싫어서 (자유를 찾아서),서울,전문대학(기술 학교 포함),아니오,아니오,중도적,더불어민주당,미혼,무교,8,매우 자랑스럽다,별로 자랑스럽지 않다,1,1,Q71|Q72,Q74|Q75
R_2rPcr0VKgnKQBwo,여,1995,함경북도,North Hamgyong Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),아니오,아니오,아니오,2019,2020,식량이 부족해서,인천,학교를 다시 다니지 않았다,아니오,예,잘 모르겠다,잘 모르겠다,미혼,무교,10,어느 정도 자랑스럽다,어느 정도 자랑스럽다,1,1,Q71|Q72,Q73|Q75
R_RCeP3bIqLghPWTf,여,1995,함경북도,North Hamgyong Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),예,예,예,2021,2021,식량이 부족해서,인천,전문대학(기술 학교 포함),아니오,아니오,다소 진보적,잘 모르겠다,미혼,무교,8,어느 정도 자랑스럽다,전혀 자랑스럽지 않다,1,1,Q70|Q72,Q74|Q75
R_3lQ7evfD7VT5njQ,여,1994,함경남도,South Hamgyong Province,0,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),예,예,아니오,2019,2019,식량이 부족해서,경기도,전문대학(기술 학교 포함),아니오,아니오,중도적,잘 모르겠다,미혼,불교,8,매우 자랑스럽다,별로 자랑스럽지 않다,1,2,Q70|Q72,Q73|Q75
R_1et28MWsWGlhHLG,여,1995,황해북도,North Hwanghae Province,0,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),예,예,예,2020,2020,신변의 위협을 느껴서,울산,전문대학(기술 학교 포함),아니오,아니오,다소 보수적,잘 모르겠다,미혼,기독교,7,매우 자랑스럽다,별로 자랑스럽지 않다,1,1,Q71|Q72,Q74|Q75
R_YS4NQspd8HCGIQ9,여,1975,함경남도,South Hamgyong Province,0,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),아니오,아니오,아니오,2015,2018,북조선 체제의 감시통제가 싫어서 (자유를 찾아서),서울,학교를 다시 다니지 않았다,아니오,아니오,잘 모르겠다,잘 모르겠다,기혼,무교,9,매우 자랑스럽다,별로 자랑스럽지 않다,1,1,Q71|Q72,Q74|Q75
R_1nSW4u65kcc3vvS,여,1993,황해남도,South Hwanghae Province,0,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),예,아니오,아니오,2019,2020,식량이 부족해서,대전,대학교,아니오,아니오,다소 보수적,잘 모르겠다,미혼,무교,10,매우 자랑스럽다,별로 자랑스럽지 않다,1,1,Q71|Q72,Q73|Q75
R_1NyaVA6nXdYBaTy,여,1994,평안북도,North Pyongan Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),예,아니오,아니오,2021,2021,북조선 체제의 감시통제가 싫어서 (자유를 찾아서),경기도,전문대학(기술 학교 포함),아니오,아니오,다소 보수적,잘 모르겠다,미혼,무교,10,매우 자랑스럽다,별로 자랑스럽지 않다,1,1,Q71|Q72,Q74|Q75
R_11ipUA93W9ArNi1,여,1993,평안남도,South Pyongan Province,0,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),예,아니오,아니오,2018,2019,북조선 체제의 감시통제가 싫어서 (자유를 찾아서),경기도,전문대학(기술 학교 포함),아니오,아니오,매우 보수적,잘 모르겠다,미혼,무교,10,매우 자랑스럽다,별로 자랑스럽지 않다,1,1,Q71|Q72,Q74|Q75
R_1ik4h4ChjmBrBHo,여,1995,량강도,Ryanggang Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),아니오,아니오,아니오,2022,2022,돈을 더 많이 벌고 싶어서,인천,전문대학(기술 학교 포함),아니오,아니오,중도적,잘 모르겠다,미혼,천주교,9,어느 정도 자랑스럽다,별로 자랑스럽지 않다,0,1,Q71|Q72,Q74|Q75
R_3HFbMmqmHwc8IvN,여,1993,라진-선봉,Rason,1,0,"전문대학교 (2년) 졸업, 기술고급중학교","2-year technical college, vocational high school",예,아니오,아니오,2019,2020,북조선 체제의 감시통제가 싫어서 (자유를 찾아서),서울,전문대학(기술 학교 포함),아니오,아니오,중도적,잘 모르겠다,미혼,불교,8,매우 자랑스럽다,전혀 자랑스럽지 않다,1,1,Q70|Q72,Q74|Q75
R_3qsvAa6fB8lT1JT,여,1994,함경북도,North Hamgyong Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),아니오,아니오,아니오,2020,2021,식량이 부족해서,서울,학교를 다시 다니지 않았다,아니오,아니오,중도적,잘 모르겠다,미혼,기독교,9,매우 자랑스럽다,별로 자랑스럽지 않다,1,1,Q71|Q72,Q73|Q75
R_1fjhw5GAmCjSyQG,여,1992,황해북도,North Hwanghae Province,0,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),아니오,아니오,아니오,2017,2018,식량이 부족해서,광주,대학교,아니오,아니오,중도적,잘 모르겠다,미혼,기독교,8,어느 정도 자랑스럽다,별로 자랑스럽지 않다,1,1,Q71|Q72,Q74|Q75
R_2rOrlEvYB09LwC2,여,1993,평안북도,North Pyongan Province,1,0,"전문대학교 (2년) 졸업, 기술고급중학교","2-year technical college, vocational high school",예,아니오,아니오,2019,2020,북조선 체제의 감시통제가 싫어서 (자유를 찾아서),경기도,전문대학(기술 학교 포함),아니오,아니오,중도적,잘 모르겠다,미혼,기독교,8,어느 정도 자랑스럽다,별로 자랑스럽지 않다,1,1,Q70|Q72,Q73|Q75
R_2B96XaMcOkFuKU5,여,1994,평안남도,South Pyongan Province,0,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),아니오,아니오,아니오,2020,2020,식량이 부족해서,인천,전문대학(기술 학교 포함),아니오,아니오,중도적,잘 모르겠다,미혼,불교,9,어느 정도 자랑스럽다,별로 자랑스럽지 않다,1,1,Q71|Q72,Q74|Q75
R_D1tpGrk0DWmEoal,남,1995,함경북도,North Hamgyong Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),아니오,아니오,아니오,2019,2020,북조선 체제의 감시통제가 싫어서 (자유를 찾아서),경기도,대학교,아니오,아니오,중도적,진보당,미혼,기독교,10,매우 자랑스럽다,전혀 자랑스럽지 않다,0,0,Q70|Q72,Q74|Q75
R_ZEs4WdJPjU5tFpD,남,1994,함경북도,North Hamgyong Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),아니오,아니오,아니오,2018,2019,북조선 체제의 감시통제가 싫어서 (자유를 찾아서),서울,대학교,아니오,아니오,다소 진보적,진보당,미혼,기독교,10,매우 자랑스럽다,전혀 자랑스럽지 않다,0,1,Q70|Q72,Q73|Q75
R_2qxG9o9N06jKvBZ,남,1994,함경남도,South Hamgyong Province,0,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),아니오,아니오,아니오,2018,2019,돈을 더 많이 벌고 싶어서,경기도,대학교,아니오,아니오,다소 진보적,진보당,미혼,천주교,10,매우 자랑스럽다,전혀 자랑스럽지 않다,0,1,Q71|Q72,Q73|Q75
R_3dLIA4eqOrW80Dk,남,1994,평양,Pyongyang,0,1,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),아니오,아니오,아니오,2016,2019,북조선 체제의 감시통제가 싫어서 (자유를 찾아서),경기도,대학교,아니오,아니오,다소 진보적,진보당,미혼,기독교,10,매우 자랑스럽다,전혀 자랑스럽지 않다,0,0,Q70|Q72,Q74|Q75
R_3nTcmm4jG6HWck7,남,1994,평양,Pyongyang,0,1,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),아니오,아니오,아니오,2016,2019,북조선 체제의 감시통제가 싫어서 (자유를 찾아서),경기도,대학교,아니오,아니오,중도적,더불어민주당,미혼,기독교,10,매우 자랑스럽다,전혀 자랑스럽지 않다,0,1,Q71|Q72,Q73|Q75
R_2w7Dq37upfFuL8f,남,1993,평양,Pyongyang,0,1,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),아니오,아니오,아니오,2016,2019,북조선 체제의 감시통제가 싫어서 (자유를 찾아서),경기도,대학교,아니오,아니오,중도적,정의당,미혼,천주교,10,매우 자랑스럽다,전혀 자랑스럽지 않다,0,0,Q71|Q72,Q74|Q75
R_1CjUv2ApvTKS0jC,여,1958,황해남도,South Hwanghae Province,0,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),아니오,아니오,아니오,2009,2012,식량이 부족해서,경기도,학교를 다시 다니지 않았다,예,,다소 보수적,국민의힘,미혼,기독교,0,매우 자랑스럽다,별로 자랑스럽지 않다,1,2,Q70|Q72,Q73|Q75
R_DT8Mq5qX2ZRVHEZ,여,1979,량강도,Ryanggang Province,1,0,대학교 (3-4년) 졸업,University (3-4 years),아니오,아니오,아니오,2010,2011,가족 (자녀 등)에게 더 나은 생활환경을 주려고,서울,대학원 이상,아니오,아니오,매우 보수적,국민의힘,기혼,무교,10,매우 자랑스럽다,전혀 자랑스럽지 않다,1,3,Q70|Q72,Q73|Q75
R_spu0gZ82s0bevfz,여,1957,평양,Pyongyang,0,1,"전문대학교 (2년) 졸업, 기술고급중학교","2-year technical college, vocational high school",예,예,아니오,2005,2005,가족 (자녀 등)에게 더 나은 생활환경을 주려고,서울,학교를 다시 다니지 않았다,아니오,예,매우 진보적,국민의힘,과부,기독교,10,매우 자랑스럽다,매우 자랑스럽다,2,3,Q71|Q72,Q74|Q75
R_yr6wOcICubHklZT,여,1966,량강도,Ryanggang Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),예,예,아니오,2015,2015,신변의 위협을 느껴서,인천,학교를 다시 다니지 않았다,아니오,아니오,잘 모르겠다,국민의힘,기혼,무교,10,매우 자랑스럽다,전혀 자랑스럽지 않다,1,2,Q70|Q72,Q74|Q75
R_qK3INGwhRUVQyCl,여,1946,함경북도,North Hamgyong Province,1,0,"전문대학교 (2년) 졸업, 기술고급중학교","2-year technical college, vocational high school",아니오,아니오,예,2005,2005,북조선 체제의 감시통제가 싫어서 (자유를 찾아서),경기도,학교를 다시 다니지 않았다,예,,다소 보수적,국민의힘,과부,기독교,8,어느 정도 자랑스럽다,별로 자랑스럽지 않다,2,1,Q70|Q72,Q73|Q75
R_2dFtEvGT6kkT8Gd,남,1963,함경남도,South Hamgyong Province,0,0,"전문대학교 (2년) 졸업, 기술고급중학교","2-year technical college, vocational high school",예,예,예,2015,2015,신변의 위협을 느껴서,인천,학교를 다시 다니지 않았다,아니오,아니오,다소 보수적,국민의힘,기혼,무교,10,매우 자랑스럽다,전혀 자랑스럽지 않다,2,2,Q70|Q72,Q74|Q75
R_2ypEwX5Xea5NGum,여,1968,함경북도,North Hamgyong Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),아니오,아니오,아니오,2006,2015,돈을 더 많이 벌고 싶어서,경기도,학교를 다시 다니지 않았다,아니오,아니오,중도적,국민의힘,기혼,무교,8,매우 자랑스럽다,별로 자랑스럽지 않다,4,2,Q71|Q72,Q73|Q75
R_3sb2DblTfuMp3Ed,남,1994,황해북도,North Hwanghae Province,0,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),아니오,아니오,아니오,2017,2018,북조선 체제의 감시통제가 싫어서 (자유를 찾아서),서울,대학교,아니오,아니오,다소 진보적,진보당,미혼,기독교,10,매우 자랑스럽다,전혀 자랑스럽지 않다,0,1,Q71|Q72,Q73|Q75
R_28SXJ4IVzzNTEiR,남,1994,황해북도,North Hwanghae Province,0,0,"전문대학교 (2년) 졸업, 기술고급중학교","2-year technical college, vocational high school",아니오,아니오,아니오,2017,2018,북조선 체제의 감시통제가 싫어서 (자유를 찾아서),경기도,대학교,아니오,아니오,중도적,더불어민주당,미혼,천주교,10,,전혀 자랑스럽지 않다,0,0,Q70|Q72,Q74|Q75
R_8IFaPtRgYkFyVzz,남,1993,함경북도,North Hamgyong Province,1,0,"전문대학교 (2년) 졸업, 기술고급중학교","2-year technical college, vocational high school",아니오,아니오,아니오,2016,2017,돈을 더 많이 벌고 싶어서,경기도,대학교,아니오,아니오,중도적,더불어민주당,미혼,천주교,10,매우 자랑스럽다,전혀 자랑스럽지 않다,0,0,Q71|Q72,Q74|Q75
R_1OiSnEybHahQqfN,남,1995,황해북도,North Hwanghae Province,0,0,"전문대학교 (2년) 졸업, 기술고급중학교","2-year technical college, vocational high school",아니오,아니오,아니오,2018,2019,북조선 체제의 감시통제가 싫어서 (자유를 찾아서),경기도,대학교,아니오,아니오,중도적,더불어민주당,미혼,기독교,10,매우 자랑스럽다,전혀 자랑스럽지 않다,0,0,Q70|Q72,Q74|Q75
R_3lM0zaFmTn2Yj85,남,1995,함경북도,North Hamgyong Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),아니오,아니오,아니오,2018,2019,북조선 체제의 감시통제가 싫어서 (자유를 찾아서),경기도,대학교,아니오,아니오,다소 진보적,진보당,미혼,기독교,,매우 자랑스럽다,전혀 자랑스럽지 않다,0,1,Q71|Q72,Q73|Q75
R_DpiruUwaQSJagDf,남,1993,함경북도,North Hamgyong Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),아니오,아니오,아니오,2016,2018,북조선 체제의 감시통제가 싫어서 (자유를 찾아서),경기도,대학교,아니오,아니오,다소 진보적,진보당,미혼,기독교,10,매우 자랑스럽다,전혀 자랑스럽지 않다,0,0,Q71|Q72,Q74|Q75
R_2D0Rs5YIA8jY7jg,여,1984,함경남도,South Hamgyong Province,0,0,고등중학교 중등반(1-3년) 졸업,Lower secondary (1-3 years),아니오,아니오,아니오,2010,2011,돈을 더 많이 벌고 싶어서,인천,학교를 다시 다니지 않았다,아니오,아니오,중도적,기본소득당,기혼,무교,8,매우 자랑스럽다,별로 자랑스럽지 않다,1,3,Q71|Q72,Q73|Q75
R_2tsy7ldsYfO0XmP,남,1986,함경남도,South Hamgyong Province,0,0,고등중학교 중등반(1-3년) 졸업,Lower secondary (1-3 years),아니오,아니오,아니오,2012,2013,가족 (자녀 등)에게 더 나은 생활환경을 주려고,인천,학교를 다시 다니지 않았다,아니오,아니오,중도적,잘 모르겠다,기혼,무교,7,매우 자랑스럽다,어느 정도 자랑스럽다,1,2,Q70|Q72,Q73|Q75
R_2QiEQrc8NTZTRyr,남,1987,평안북도,North Pyongan Province,1,0,고등중학교 중등반(1-3년) 졸업,Lower secondary (1-3 years),아니오,아니오,아니오,2013,2013,돈을 더 많이 벌고 싶어서,경기도,학교를 다시 다니지 않았다,아니오,아니오,잘 모르겠다,잘 모르겠다,기혼,불교,7,어느 정도 자랑스럽다,매우 자랑스럽다,1,1,Q71|Q72,Q74|Q75
R_2v93VMLdHvqaHiZ,남,1992,황해북도,North Hwanghae Province,0,0,고등중학교 중등반(1-3년) 졸업,Lower secondary (1-3 years),아니오,아니오,아니오,2018,2018,돈을 더 많이 벌고 싶어서,경남,학교를 다시 다니지 않았다,아니오,아니오,잘 모르겠다,잘 모르겠다,기혼,무교,8,어느 정도 자랑스럽다,매우 자랑스럽다,3,1,Q71|Q72,Q73|Q75
R_2Ymj5vasSwfZiCP,여,1990,강원도,Gangwon Province,0,0,고등중학교 중등반(1-3년) 졸업,Lower secondary (1-3 years),아니오,아니오,아니오,2015,2015,돈을 더 많이 벌고 싶어서,강원도,학교를 다시 다니지 않았다,아니오,아니오,잘 모르겠다,잘 모르겠다,기혼,기독교,8,매우 자랑스럽다,매우 자랑스럽다,2,2,Q70|Q72,Q73|Q75
R_3jTYCigW86Yfn5K,여,1990,황해북도,North Hwanghae Province,0,0,고등중학교 중등반(1-3년) 졸업,Lower secondary (1-3 years),아니오,아니오,아니오,2016,2016,식량이 부족해서,충북,학교를 다시 다니지 않았다,아니오,아니오,잘 모르겠다,잘 모르겠다,기혼,무교,7,매우 자랑스럽다,매우 자랑스럽다,1,3,Q71|Q72,Q73|Q75
R_x4WZNSMQuUkxzhv,여,1983,강원도,Gangwon Province,0,0,고등중학교 중등반(1-3년) 졸업,Lower secondary (1-3 years),아니오,아니오,아니오,2011,2011,신변의 위협을 느껴서,대구,학교를 다시 다니지 않았다,아니오,아니오,잘 모르겠다,잘 모르겠다,기혼,무교,6,어느 정도 자랑스럽다,별로 자랑스럽지 않다,1,1,Q71|Q72,Q73|Q75
R_2CQF1ENYmyIzXX9,여,1985,황해남도,South Hwanghae Province,0,0,고등중학교 중등반(1-3년) 졸업,Lower secondary (1-3 years),아니오,아니오,아니오,2012,2012,신변의 위협을 느껴서,인천,학교를 다시 다니지 않았다,아니오,아니오,잘 모르겠다,잘 모르겠다,기혼,무교,6,매우 자랑스럽다,별로 자랑스럽지 않다,1,2,Q70|Q72,Q74|Q75
R_3QK2mzuGyAbWNev,여,1989,황해남도,South Hwanghae Province,0,0,인민학교 이하,Elementary or below,아니오,아니오,아니오,2015,2015,식량이 부족해서,전남,학교를 다시 다니지 않았다,아니오,아니오,잘 모르겠다,잘 모르겠다,기혼,무교,5,어느 정도 자랑스럽다,별로 자랑스럽지 않다,1,1,Q70|Q72,Q73|Q75
R_1oCskQMNCX9KfXr,여,1984,황해남도,South Hwanghae Province,0,0,고등중학교 중등반(1-3년) 졸업,Lower secondary (1-3 years),아니오,아니오,아니오,2015,2015,돈을 더 많이 벌고 싶어서,대구,학교를 다시 다니지 않았다,아니오,아니오,잘 모르겠다,잘 모르겠다,기혼,무교,8,매우 자랑스럽다,어느 정도 자랑스럽다,2,2,Q71|Q72,Q74|Q75
R_1esF09PYcJsHYBu,여,1988,황해남도,South Hwanghae Province,0,0,고등중학교 중등반(1-3년) 졸업,Lower secondary (1-3 years),아니오,아니오,아니오,2014,2014,가족 (자녀 등)에게 더 나은 생활환경을 주려고,서울,학교를 다시 다니지 않았다,아니오,아니오,잘 모르겠다,잘 모르겠다,기혼,무교,8,매우 자랑스럽다,매우 자랑스럽다,2,2,Q70|Q72,Q73|Q75
R_2tKKsKqJqMSLYvM,남,1985,황해남도,South Hwanghae Province,0,0,인민학교 이하,Elementary or below,아니오,아니오,아니오,2015,2015,식량이 부족해서,대전,학교를 다시 다니지 않았다,아니오,아니오,잘 모르겠다,잘 모르겠다,기혼,무교,8,매우 자랑스럽다,매우 자랑스럽다,1,2,Q71|Q72,Q74|Q75
R_2teVuYigqswOgJd,여,1986,함경남도,South Hamgyong Province,0,0,인민학교 이하,Elementary or below,아니오,아니오,아니오,2013,2013,가족 (자녀 등)에게 더 나은 생활환경을 주려고,부산,학교를 다시 다니지 않았다,예,,잘 모르겠다,잘 모르겠다,기혼,무교,7,매우 자랑스럽다,별로 자랑스럽지 않다,1,2,Q70|Q72,Q74|Q75
R_xgOrtjHvo3oRo4N,여,1992,자강도,Jagang Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),예,예,예,2018,2020,북조선 체제의 감시통제가 싫어서 (자유를 찾아서),서울,학교를 다시 다니지 않았다,아니오,아니오,중도적,국민의힘,기혼,무교,,어느 정도 자랑스럽다,별로 자랑스럽지 않다,1,2,Q70|Q72,Q74|Q75
R_2Vxu8xkPGKVRu0j,여,1981,량강도,Ryanggang Province,1,0,"전문대학교 (2년) 졸업, 기술고급중학교","2-year technical college, vocational high school",아니오,아니오,아니오,2013,2013,가족 (자녀 등)에게 더 나은 생활환경을 주려고,인천,학교를 다시 다니지 않았다,아니오,아니오,다소 보수적,국민의힘,이혼,무교,8,어느 정도 자랑스럽다,전혀 자랑스럽지 않다,1,2,Q70|Q72,Q74|Q75
R_21hAnjfj55AS2i2,여,1938,량강도,Ryanggang Province,1,0,"전문대학교 (2년) 졸업, 기술고급중학교","2-year technical college, vocational high school",아니오,아니오,아니오,2005,2006,식량이 부족해서,서울,학교를 다시 다니지 않았다,예,,다소 보수적,국민의힘,,,10,매우 자랑스럽다,전혀 자랑스럽지 않다,,,Q71|Q72,
R_2E4eQmlTXCV4vlo,여,1959,량강도,Ryanggang Province,1,0,"전문대학교 (2년) 졸업, 기술고급중학교","2-year technical college, vocational high school",아니오,아니오,아니오,2018,2018,북조선 체제의 감시통제가 싫어서 (자유를 찾아서),서울,학교를 다시 다니지 않았다,아니오,아니오,중도적,국민의힘,,,,매우 자랑스럽다,별로 자랑스럽지 않다,,,Q71|Q72,
